text	translation	source	flag
bucks	雄鹿队（篮球队名）；巴克斯（英国伦敦附近的一个郡名）	both	G4-verb-sense-lost
bud	芽，萌芽；蓓蕾	both	G4-verb-sense-lost
budged	（使）稍微移动； （使）改变主意，（使）让步	both	G4-verb-sense-lost
budging	（使）稍微移动； （使）改变主意，（使）让步	both	G4-verb-sense-lost
buff	浅黄色；软皮；爱好者；[俚] 健康的身体	both	G4-verb-sense-lost
buffalo	[畜牧][脊椎] 水牛；[脊椎] 野牛（产于北美）；水陆两用坦克	both	G4-verb-sense-lost
buffed	健壮的；肌肉发达的	both	G4-verb-sense-lost
buffet	自助餐；小卖部；打击；猛烈冲击	both	G4-verb-sense-lost
bug	臭虫，小虫；故障；窃听器	both	G4-verb-sense-lost
bugger	家伙；同性恋者；鸡奸者	both	G4-verb-sense-lost
buggered	家伙；同性恋者；鸡奸者	both	G4-verb-sense-lost
bugle	喇叭；军号；筋骨草属植物	both	G4-verb-sense-lost
bulked	变得越来越大	both	G4-verb-sense-lost
bulks	（大）体积； （巨大）物体； 主体； 巨大的体重（或重量、形状、身体等）	both	G4-verb-sense-lost
bulldog	牛头犬，恶犬；短枪管大型手枪	both	G4-verb-sense-lost
bulldoze	强迫；恫吓；用推土机清除	both	G4-verb-sense-lost
bulldozed	强迫；恫吓；用推土机清除	both	G4-verb-sense-lost
bullied	威胁；恃强欺弱	both	G4-verb-sense-lost
bully	欺凌弱小者；土霸	both	G4-verb-sense-lost
bullying	恃强欺弱的行为	both	G4-verb-sense-lost
bulwarks	堡垒； 保障； 支柱； 舷墙	both	G4-verb-sense-lost
bum	流浪汉；屁股；狂欢作乐；能力差的人；嗡嗡声；执达员（等于bumbailiff）	both	review
bums	屁股； 懒鬼； （被）解雇； 沉湎于…（娱乐等）活动的人	both	G4-verb-sense-lost
bunco	欺诈；骗局（赌博中的）	both	G4-verb-sense-lost
bunt	短打；推；顶撞	both	G4-verb-sense-lost
buoy	[水运] 浮标；浮筒；救生圈；航标	both	G4-verb-sense-lost
buoys	浮标； 航标； 救生圈； 救生衣	both	G4-verb-sense-lost
burgers	n. 汉堡；Burgers.；n. 伯格斯(姓氏)	both	review
burgess	n. (英)市民；镇民；（代表市镇或大学的）国会议员；（殖民地弗吉尼亚州或马里兰州的立法机关）下议院议员；Burgess：.；n. 伯吉斯	both	review
burrow	（兔、狐等的）洞穴，地道；藏身处，住处	both	G4-verb-sense-lost
burst	爆发，突发；爆炸	both	G4-verb-sense-lost
bused	[计] 多丛的，事先培训好的，计划中的	both	G4-verb-sense-lost
bushes	灌木；丛林地带；小城镇	both	G4-verb-sense-lost
busk	妇女胸衣；妇女胸衣前端的钢丝	both	G4-verb-sense-lost
bustle	喧闹；活跃；裙撑；热闹的活动	both	G4-verb-sense-lost
bustled	闹哄哄地忙乱，奔忙； 催促	both	G4-verb-sense-lost
busts	半身雕塑像； 妇女的胸部； 胸围； 突击搜捕	both	G4-verb-sense-lost
busy	忙碌的；热闹的；正被占用的	both	G4-verb-sense-lost
butt	屁股；烟头；笑柄；靶垛；粗大的一端	both	G4-verb-sense-lost
buy	购买，买卖；所购的物品	both	G4-verb-sense-lost
buys	购买，购得； 做出牺牲以获得； 够支付； 买通	both	G4-verb-sense-lost
cab	驾驶室；出租汽车；出租马车	both	G4-verb-sense-lost
cables	[电] 电缆；锚索；连线	both	G4-verb-sense-lost
caches	[计] 高速缓存；隐藏所；隐藏物	both	G4-verb-sense-lost
cajole	以甜言蜜语哄骗；勾引	both	G4-verb-sense-lost
cajoled	以甜言蜜语哄骗；勾引	both	G4-verb-sense-lost
cajoling	以甜言蜜语哄骗；勾引	both	G4-verb-sense-lost
calculate	计算；预测；认为；打算	both	G4-verb-sense-lost
calendar	日历；[天] 历法；日程表	both	G4-verb-sense-lost
calendared	日历；[天] 历法；日程表	both	G4-verb-sense-lost
calk	鞋底防滑尖铁；马蹄防滑刺	both	G4-verb-sense-lost
called	打电话、称呼；[通信] 呼叫；访问	both	G4-verb-sense-lost
callus	[皮肤] 胼胝；愈合组织；老茧	both	G4-verb-sense-lost
calmest	（水面）平静的； （天气）无风的； 镇定的； 宁静的	both	G4-verb-sense-lost
calypso	n. 卡利普索民歌；匙唇兰；Calypso.；n. [希神]卡吕普索(海之女神)	both	review
cam	abbr. 计算机辅助制造 - manufacturing；n. 凸轮	both	review
campaigned	作战；参加竞选；参加活动	both	G4-verb-sense-lost
campaigning	作战；参加竞选；参加活动	both	G4-verb-sense-lost
camps	露营，营地；野营房	both	G4-verb-sense-lost
canal	运河；[地理] 水道；[建] 管道；灌溉水渠	both	G4-verb-sense-lost
canals	[水运] 运河；隧道	both	G4-verb-sense-lost
canceled	取消的；已撤消的	both	G4-verb-sense-lost
cancer	n. 癌；肿瘤；毒瘤；Cancer.；n. 巨蟹座	both	review
cane	手杖；藤条；细长的茎	both	G4-verb-sense-lost
caned	手杖；藤条；细长的茎	both	G4-verb-sense-lost
canker	[植保] 溃疡病；口疮；腐败的原由，弊害	both	G4-verb-sense-lost
canning	n. 罐头制造业；装罐头；Canning.；n. 坎宁（姓氏）	both	review
cannon	大炮；加农炮；榴弹炮；机关炮	both	G4-verb-sense-lost
canonize	推崇；使加入圣徒之列；褒扬；将…封为圣徒	both	G4-verb-sense-lost
canonized	推崇；使加入圣徒之列；褒扬；将…封为圣徒	both	G4-verb-sense-lost
canton	n. 一些国家的行政区；(瑞士的）州；（法国的）县；（徽章或旗子）右上角的小方块部分；Canton.；n. 广州（英语中的旧称）	both	review
cants	罗马甜瓜，香瓜，哈密瓜	both	G4-verb-sense-lost
caper	跳跃，雀跃；刺山柑花蕾；不法活动	both	G4-verb-sense-lost
capitulate	认输，屈服；屈从，停止反抗；有条件投降；让步	both	G4-verb-sense-lost
capped	给…戴帽；去蒂；覆以…；除去盖子；胜过	both	G4-verb-sense-lost
capsize	倾覆（特指船）；翻覆；弄翻	both	G4-verb-sense-lost
capsizing	（船）翻覆，公司裁员瘦身到无法正常运作的情况	both	G4-verb-sense-lost
capsule	胶囊；[植] 蒴果；太空舱；小容器	both	G4-verb-sense-lost
capsules	[药] 胶囊；太空舱；小盒	both	G4-verb-sense-lost
captain	队长，首领；船长；上尉；海军上校	both	G4-verb-sense-lost
caption	标题；字幕；说明；逮捕	both	G4-verb-sense-lost
carbureted	使与碳化合；增碳	both	G4-verb-sense-lost
career	生涯；职业；事业；速度，全速	both	G4-verb-sense-lost
caress	爱抚，拥抱；接吻	both	G4-verb-sense-lost
carlyle	n. 卡莱尔(①姓氏；男子名 ②Thomas；1795-1881；苏格兰作家；历史学家；哲学家)	both	review
carouse	喧闹的酒会或宴会；一饮而尽	both	G4-verb-sense-lost
carrie	卡丽（女名，Caroline的昵称）	both	review
carries	携带；传递；运载；怀孕	both	G4-verb-sense-lost
carta	[计] - Analysis,计算机辅助记录器捕获分析	both	review
carted	用推车或卡车运送	both	G4-verb-sense-lost
cartoon	卡通片，[电影] 动画片；连环漫画	both	G4-verb-sense-lost
cartwright	n. 车匠；修车工；Cartwright.；n. 卡特赖特(名字)；卡特赖特·埃德蒙(英国动力织机发明者；1743-1823)	both	review
carve	雕刻；切开；开创	both	G4-verb-sense-lost
cascade	小瀑布，瀑布状物；串联	both	G4-verb-sense-lost
castigate	严惩；苛评；矫正；修订	both	G4-verb-sense-lost
castrate	阉割；删除；去掉最重要的部分；使丧失力量	both	G4-verb-sense-lost
catalyze	催化；刺激，促进	both	G4-verb-sense-lost
catapult	弹弓；石弩；飞机弹射器；（飞机上的）座椅弹射器	both	G4-verb-sense-lost
categorizing	分类；分类题	both	G4-verb-sense-lost
cater	投合，迎合；满足需要；提供饮食及服务	both	G4-verb-sense-lost
catered	投合，迎合；满足需要；提供饮食及服务	both	G4-verb-sense-lost
caterpillar	n. 毛虫；Caterpillar.；n. 卡特彼勒(财富500强公司之一；总部所在地美国；主要经营工业农业设备)	both	review
caucasus	高加索（俄罗斯南部地区，位于黑海和里海之间，等于Caucasia）；高加索山脉（等于 Mountains）	both	review
cause	原因；事业；目标	both	G4-verb-sense-lost
cauterize	烧灼；腐蚀；使麻木（等于cauterise）	both	G4-verb-sense-lost
caved	& vi. （使）塌陷，倒塌	both	G4-verb-sense-lost
caves	[地质] 洞穴	both	G4-verb-sense-lost
cavort	腾跃；欢跃；寻欢作乐	both	G4-verb-sense-lost
cecil	n. 塞西尔(①姓氏；男子名② Robert；1864-1958；英国政治家；曾获1937年诺贝尔和平奖)	both	review
celebrex	[医]西乐葆(celecoxib制剂)	both	review
celestial	adj. 天上的；非凡的；n. 天神；Celestial.；adj. 中国的；中国人的；n. 中国人	both	review
censor	检查员；[心理] 潜意识压抑力；信件检查员	both	G4-verb-sense-lost
center	中心，中央；中锋；中心点	both	G4-verb-sense-lost
centralize	使集中；使成为…的中心；使集权	both	G4-verb-sense-lost
chafed	摩擦；激怒	both	G4-verb-sense-lost
chafes	擦热（尤指皮肤）； 擦痛； 发怒； 惹怒	both	G4-verb-sense-lost
chaff	糠；谷壳；无价值的东西	both	G4-verb-sense-lost
chaffed	糠；谷壳；无价值的东西	both	G4-verb-sense-lost
chagrin	懊恼；委屈；气愤	both	G4-verb-sense-lost
chair	椅子；讲座；（会议的）主席位；大学教授的职位	both	G4-verb-sense-lost
chalk	粉笔；白垩；用粉笔划的记号	both	G4-verb-sense-lost
chalks	制造白色或彩色粉笔的白垩	both	G4-verb-sense-lost
champ	咀嚼；咀嚼声	both	G4-verb-sense-lost
champs	冠军计划（肯德基）	both	G4-verb-sense-lost
chance	机会，际遇；运气，侥幸；可能性	both	G4-verb-sense-lost
chandler	n. 杂货零售商人；蜡烛商；Chandler.；n. 钱德勒（男子名；美国亚利桑那州中南部一城市）	both	review
chanted	吟唱	both	G4-verb-sense-lost
chants	咏唱，咏唱的话语	both	G4-verb-sense-lost
chaperon	年长女伴（陪伴未婚少女上社交场所的）；监护人（青年社交聚会时在场的）	both	G4-verb-sense-lost
chaperoning	陪伴，伴随（未婚少女）； 作女子陪伴人，作监护人	both	G4-verb-sense-lost
chapman	n. 叫卖小贩；商人；Chapman；n. 查普曼(男子名)	both	review
charbroiled	用木炭火烤(肉)	both	G4-verb-sense-lost
charley	[男子名] 查利 Charles的昵称	both	review
charms	符咒；护身符；吸引力	both	G4-verb-sense-lost
chart	图表；海图；图纸；排行榜	both	G4-verb-sense-lost
charted	绘制…的图；制订	both	G4-verb-sense-lost
charts	图表；排行榜	both	G4-verb-sense-lost
che	胆碱酯酶（等于cholinesterase）；化学（等于Chemical）；充电指示灯	both	review
cheat	欺骗，作弊；骗子	both	G4-verb-sense-lost
cheated	欺骗，哄骗	both	G4-verb-sense-lost
checker	检验员；收银员；棋子；方格图案；制止者	both	G4-verb-sense-lost
cheer	欢呼；愉快；心情；令人愉快的事	both	G4-verb-sense-lost
chevy	人名；(法)舍维	both	G4-verb-sense-lost
chewer	反刍动物；咀嚼口香糖的人	both	G4-verb-sense-lost
chews	咀嚼，咬； （因为紧张等）咬住，不停地啃，（为尝味道）不停地咀嚼； 中粒煤	both	G4-verb-sense-lost
chicken	鸡肉；小鸡；胆小鬼，懦夫	both	G4-verb-sense-lost
chickened	鸡肉；小鸡；胆小鬼, 懦夫	both	G4-verb-sense-lost
chime	钟声；一套发谐音的钟；和谐	both	G4-verb-sense-lost
chimed	敲出和谐的乐声； 报（时）； 插嘴； （以…）打断谈话	both	G4-verb-sense-lost
chimes	编钟；钟琴；调和	both	G4-verb-sense-lost
chippers	a. 爽朗的, 活泼的, 爽快的	both	G4-verb-sense-lost
chitter	聊天；啾啾而鸣；冷得发抖	both	G4-verb-sense-lost
chok	香港潮语，指耍帅，摆酷，将自己最自信的一面展示出来	both	G4-verb-sense-lost
chokes	填塞； （使）窒息； （尤指感情激动）而哽咽； 因紧张而失灵	both	G4-verb-sense-lost
chop	砍；排骨；商标；削球	both	G4-verb-sense-lost
chorus	合唱队；齐声；歌舞队	both	G4-verb-sense-lost
choruses	合唱队；齐声；歌舞队	both	G4-verb-sense-lost
chow	食物；中国狗（体壮，有褐或黑色厚毛，舌为深蓝色）	both	G4-verb-sense-lost
christianized	使成为基督教徒	both	G4-verb-sense-lost
christy	人名；(英)克里斯蒂，克丽丝蒂(女名) (教名Christian、Christabel的昵称)	both	review
chromosome	[遗][细胞][染料] 染色体（形容词chromosomal，副词chromosomally）	both	review
chuck	[机] 卡盘；抚弄；赶走；恰克	both	G4-verb-sense-lost
chucked	扔； 抛； 抛弃； 丢弃	both	G4-verb-sense-lost
chuckled	咯咯的笑，轻声地笑	both	G4-verb-sense-lost
chunked	n. 大块, 矮胖的人(或物)	both	G4-verb-sense-lost
churns	奶桶，搅拌桶； 搅乳器	both	G4-verb-sense-lost
chuse	选择，选定	both	G4-verb-sense-lost
chute	瀑布；斜槽；降落伞；陡坡道	both	G4-verb-sense-lost
chutes	斜槽，滑道； 降落伞	both	G4-verb-sense-lost
cinches	容易做的事情； 必然发生的事	both	G4-verb-sense-lost
cinching	容易做的事情； 必然发生的事； 卷紧	both	G4-verb-sense-lost
cindy	辛迪（女子名，Cynthia的昵称）	both	review
circle	循环，周期；圆；圈子；圆形物	both	G4-verb-sense-lost
circuit	[电子] 电路，回路；巡回；一圈；环道	both	G4-verb-sense-lost
circumcise	割包皮；割除阴蒂；除去邪念	both	G4-verb-sense-lost
circumcised	割包皮；割除阴蒂；除去邪念	both	G4-verb-sense-lost
civilize	使文明；教化；使开化	both	G4-verb-sense-lost
civilizing	使文明；教化；使开化	both	G4-verb-sense-lost
claiming	声称；要求给予；理应获得	both	G4-verb-sense-lost
claims	要求，请求权；[贸易] 索赔；债权；[法] 权利要求	both	G4-verb-sense-lost
claps	鼓掌； 淋病； 善意的拍打； 砰然巨响	both	G4-verb-sense-lost
clash	冲突，不协调；碰撞声，铿锵声	both	G4-verb-sense-lost
clasping	抱紧； 紧紧拥抱； 握紧； 攥紧	both	G4-verb-sense-lost
clasps	钩； 紧握	both	G4-verb-sense-lost
clattered	发出咔哒声	both	G4-verb-sense-lost
claw	爪；螯，钳；爪形器具	both	G4-verb-sense-lost
clawing	爪；螯，钳；爪形器具	both	G4-verb-sense-lost
cleanest	清洁的； 整齐的； 新的； 正派的	both	G4-verb-sense-lost
clears	变明朗； 明白； 离去； （通过票据交换所）交换票据	both	G4-verb-sense-lost
cleave	人名；(英)克利夫	both	G4-verb-sense-lost
cleo	n. 克利奥(女子名；Cleopatra的昵称)	both	review
clews	（解决问题的）线索，线团	both	G4-verb-sense-lost
climbs	爬； 攀登； （尤指吃力地向某处）爬； 登山	both	G4-verb-sense-lost
cling	坚持，墨守；紧贴；附着	both	G4-verb-sense-lost
clings	附着于； 抓紧或抱住； 坚持； 依恋，依附于	both	G4-verb-sense-lost
clinique	诊所，门诊部（等于clinic）	both	review
clip	剪；修剪；剪下报刊上的文章（或新闻、图片等）；迅速行动；用别针别在某物上，用夹子夹在某物上	both	G4-verb-sense-lost
clips	夹子；回形针；弹片；剪下来的东西	both	G4-verb-sense-lost
cloak	斗蓬；宽大外衣；托词	both	G4-verb-sense-lost
cloaked	斗蓬；宽大外衣；托词	both	G4-verb-sense-lost
cloaks	（尤指旧时的）披风； 斗篷； 外衣； 战袍	both	G4-verb-sense-lost
clocked	[计][修]时钟控制，定时（的）	both	G4-verb-sense-lost
clogs	木屐；木底鞋；阻碍	both	G4-verb-sense-lost
cloister	回廊；修道院；修道院生活；隐居地	both	G4-verb-sense-lost
clone	克隆；无性系；无性繁殖；靠营养生殖而由母体分离繁殖的植物	both	G4-verb-sense-lost
closets	橱； 壁橱； 厕所； 贮藏室	both	G4-verb-sense-lost
clothe	给…穿衣；覆盖；赋予	both	G4-verb-sense-lost
clovis	[法]克洛维斯； [人名] 克洛维斯； [地名] [美国] 克洛维斯	both	review
